file,status,summary
AdminLegacyAmountWithdrawClosureModuleTest.php,KILLED,
AdminLegacyAuthAndCustSearchClosureModuleTest.php,PASS,OK (8 tests; 55 assertions)
AdminLegacyBatchRetryPayloadCompatibilityTest.php,PASS,OK (4 tests; 16 assertions)
AdminLegacyBatchWithdrawApplyClosureModuleTest.php,KILLED,
AdminLegacyCancelApplyCompatibilityTest.php,PASS,OK (3 tests; 10 assertions)
AdminLegacyCustApplyApprovalClosureModuleTest.php,KILLED,
AdminLegacyExportDateFilterClosureModuleTest.php,PASS,OK (2 tests; 6 assertions)
AdminLegacyFundFlowClosureModuleTest.php,KILLED,
AdminLegacyIpAddressDetailClosureModuleTest.php,PASS,OK (3 tests; 9 assertions)
AdminLegacyLoginCaptchaClosureTest.php,KILLED,
AdminLegacyLoginCaptchaImageContractTest.php,PASS,OK (2 tests; 15 assertions)
AdminLegacyMigrationGapAuditTest.php,KILLED,
AdminLegacyMiscOperationsClosureModuleTest.php,KILLED,
AdminLegacyMutationMethodBoundaryClosureTest.php,KILLED,
AdminLegacyOneKeySearchClosureModuleTest.php,PASS,OK (3 tests; 17 assertions)
AdminLegacyOrderParentPathClosureModuleTest.php,KILLED,
AdminLegacyOrderRiskSearchClosureModuleTest.php,KILLED,
AdminLegacyOtcWithdrawOrderIdDetailClosureModuleTest.php,PASS,OK (3 tests; 30 assertions)
AdminLegacyPageRenderClosureModuleTest.php,KILLED,
AdminLegacyParameterResolverClosureTest.php,PASS,OK (2 tests; 4 assertions)
AdminLegacyPaymentChannelToggleClosureModuleTest.php,PASS,OK (3 tests; 35 assertions)
AdminLegacyRightsAutomaticConfirmFailClosedClosureModuleTest.php,PASS,OK (2 tests; 13 assertions)
AdminLegacyRightsManualConfirmClosureModuleTest.php,PASS,OK (3 tests; 10 assertions)
AdminLegacyRouteInventoryClosureTest.php,PASS,OK (1 test; 4 assertions)
AdminLegacyRouteSemanticClosureTest.php,PASS,OK (12 tests; 148 assertions)
AdminLegacyUnsafeMutationFailClosedTest.php,PASS,OK (1 test; 1 assertion)
AdminLegacyUpdateCurrOrderIdClosureModuleTest.php,PASS,OK (4 tests; 34 assertions)
AdminLegacyUserIdCardBankClosureModuleTest.php,PASS,OK (5 tests; 18 assertions)
AdminLegacyVoucherReviewStatusCompatibilityTest.php,PASS,OK (2 tests; 6 assertions)
AdminLocalizationTest.php,PASS,OK (2 tests; 10 assertions)
AdminLoginJsCommentReadabilityTest.php,PASS,OK (2 tests; 18 assertions)
AdminMenuAuditConfigModelCommentReadabilityTest.php,PASS,OK (2 tests; 68 assertions)
AdminMenuJsCommentReadabilityTest.php,PASS,OK (2 tests; 13 assertions)
AdminMenuRequestIdValidationClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
AdminModulesClosureTest.php,KILLED,
AdminNeverDepositUserListMinDaysValidationClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
AdminNeverDepositUserListUserIdValidationClosureModuleTest.php,KILLED,
AdminNewsCommentReadabilityTest.php,PASS,OK (2 tests; 55 assertions)
AdminNewsRouteIdValidationClosureModuleTest.php,PASS,OK (4 tests; 26 assertions)
AdminNewsToggleModuleTest.php,PASS,OK (1 test; 6 assertions)
AdminOnlineUserDataScopeClosureTest.php,PASS,OK (1 test; 8 assertions)
AdminOnlineUserForceOfflineSessionInvalidationTest.php,PASS,OK (3 tests; 15 assertions)
AdminOnlineUserListUserIdValidationClosureModuleTest.php,KILLED,
AdminOnlineUserModuleTest.php,PASS,OK (9 tests; 46 assertions)
AdminPageMenuPermissionCoverageTest.php,KILLED,Tests: 1; Assertions: 1; Failures: 1.
AdminPaymentChannelControllerCommentReadabilityTest.php,KILLED,
AdminPaymentChannelRouteIdValidationClosureModuleTest.php,PASS,OK (4 tests; 26 assertions)
AdminPaymentChannelToggleModuleTest.php,KILLED,
AdminPermissionNameReferenceDocumentationTest.php,KILLED,Tests: 1; Assertions: 7; Failures: 1.
AdminPermissionNameReferenceRowCompletenessTest.php,KILLED,Tests: 1; Assertions: 2; Failures: 1.
AdminPermissionPlanTest.php,KILLED,
AdminPermissionRequestIdValidationClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
AdminPermissionsJsCommentReadabilityTest.php,PASS,OK (2 tests; 13 assertions)
AdminPositionSummaryDrilldownFrontendClosureModuleTest.php,PASS,OK (2 tests; 16 assertions)
AdminPositionSummaryModuleTest.php,PASS,OK (9 tests; 60 assertions)
AdminPositionSummaryMt4AccountLinkageClosureModuleTest.php,PASS,OK (4 tests; 83 assertions)
AdminPositionSummaryNumericFilterValidationClosureModuleTest.php,PASS,OK (3 tests; 27 assertions)
AdminPositionSummaryRiskDrilldownClosureModuleTest.php,KILLED,
AdminPositionSummaryTradeAccountMappingClosureModuleTest.php,PASS,OK (3 tests; 28 assertions)
AdminPositionSummaryTradeDetailDrilldownClosureModuleTest.php,PASS,OK (3 tests; 28 assertions)
AdminProductionModuleTest.php,KILLED,
AdminProductionNumericFilterValidationClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
AdminProfileEditCommentReadabilityTest.php,PASS,OK (2 tests; 31 assertions)
AdminProfileInfoOwnerBoundaryClosureModuleTest.php,KILLED,
AdminProfilePasswordOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 17 assertions)
AdminProfileUpdateOwnerBoundaryClosureModuleTest.php,KILLED,
AdminProtectedRoutePermissionClosureModuleTest.php,KILLED,Tests: 4; Assertions: 224; Failures: 1.
AdminRealtimeCommissionModuleTest.php,PASS,OK (9 tests; 58 assertions)
AdminRealtimeCommissionUserIdValidationClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
AdminReviewAuthApproveStateClosureModuleTest.php,PASS,OK (2 tests; 20 assertions)
AdminReviewAuthStatusValidationClosureModuleTest.php,PASS,OK (2 tests; 14 assertions)
AdminRightsSummaryManualConfirmModuleTest.php,PASS,OK (5 tests; 17 assertions)
AdminRightsSummaryManualConfirmRouteIdValidationClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
AdminRightsSummaryModuleTest.php,PASS,OK (5 tests; 33 assertions)
AdminRightsSummaryNumericFilterValidationClosureModuleTest.php,PASS,OK (3 tests; 37 assertions)
AdminRightsSummaryPermissionMigrationTest.php,PASS,OK (1 test; 13 assertions)
AdminRiskForceCloseGatewayClosureModuleTest.php,PASS,OK (3 tests; 12 assertions)
AdminRiskForceCloseRouteIdValidationClosureModuleTest.php,PASS,OK (2 tests; 10 assertions)
AdminRiskIpDetailModuleTest.php,PASS,OK (5 tests; 26 assertions)
AdminRiskIpDetailUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
AdminRiskIpListNumericFilterValidationClosureModuleTest.php,PASS,OK (2 tests; 14 assertions)
AdminRiskIpModuleTest.php,PASS,OK (5 tests; 22 assertions)
AdminRiskMarginCallsNumericFilterValidationClosureModuleTest.php,PASS,OK (2 tests; 19 assertions)
AdminRiskMt4ModuleTest.php,PASS,OK (4 tests; 34 assertions)
AdminRiskPositionsUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
AdminRiskTradeAccountMappingClosureModuleTest.php,PASS,OK (5 tests; 50 assertions)
AdminRoleAssignPermissionIdValidationClosureModuleTest.php,PASS,OK (3 tests; 15 assertions)
AdminRolePermissionAssignmentUiTest.php,PASS,OK (1 test; 27 assertions)
AdminRolePermissionControllerReadabilityTest.php,PASS,OK (1 test; 27 assertions)
AdminRolePermissionModelReadabilityTest.php,PASS,OK (1 test; 33 assertions)
AdminRoleRequestIdValidationClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
AdminSecondBatchModuleCoverageTest.php,PASS,OK (34 tests; 86 assertions)
AdminSecondBatchPermissionMigrationTest.php,PASS,OK (1 test; 169 assertions)
AdminSecuritySequenceModelCommentReadabilityTest.php,PASS,OK (2 tests; 65 assertions)
AdminSystemConfigUpdateControllerTest.php,PASS,OK (2 tests; 4 assertions)
AdminSystemConfigUpdateIdValidationClosureModuleTest.php,PASS,OK (2 tests; 10 assertions)
AdminSystemConfigUpdatePermissionMigrationTest.php,PASS,OK (1 test; 6 assertions)
AdminTablePermissionRefreshTest.php,PASS,OK (1 test; 2 assertions)
AdminTradeMt4PositionModuleTest.php,PASS,OK (8 tests; 93 assertions)
AdminTradeUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 24 assertions)
AdminTradingModelCommentReadabilityTest.php,PASS,OK (2 tests; 67 assertions)
AdminUndepositFlowSummaryClosureModuleTest.php,PASS,OK (2 tests; 19 assertions)
AdminUndepositFlowUserIdValidationClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
AdminUserControllerCommentReadabilityTest.php,PASS,OK (1 test; 25 assertions)
AdminUserControllerLocalizationTest.php,PASS,OK (2 tests; 36 assertions)
AdminUserDetailRouteTargetBoundaryClosureModuleTest.php,PASS,OK (2 tests; 11 assertions)
AdminUserDetailUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
AdminUserExportModuleTest.php,KILLED,
AdminUserGroupCompatibilityTest.php,KILLED,
AdminUserGroupListNumericFilterValidationClosureModuleTest.php,PASS,OK (3 tests; 10 assertions)
AdminUserGroupRouteClosureModuleTest.php,PASS,OK (3 tests; 24 assertions)
AdminUserListExportAccountTypeValidationClosureModuleTest.php,KILLED,
AdminUserListExportUserIdValidationClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
AdminUsersDetailCommentReadabilityTest.php,KILLED,
AdminUsersIndexCommentReadabilityTest.php,PASS,OK (2 tests; 33 assertions)
AdminUserStatsModuleTest.php,KILLED,
AdminUserStatusMt4SyncClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
AdminUserStatusRouteTargetBoundaryClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
AdminUserStatusUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
AdminUserStatusValidationClosureModuleTest.php,PASS,OK (3 tests; 15 assertions)
AdminUserUpdateAuthAndBankClosureModuleTest.php,KILLED,
AdminUserUpdateDepositWithdrawalSwitchClosureModuleTest.php,PASS,OK (3 tests; 17 assertions)
AdminUserUpdateEmailClosureModuleTest.php,KILLED,
AdminUserUpdateFieldWhitelistClosureModuleTest.php,PASS,OK (2 tests; 17 assertions)
AdminUserUpdateLegacyLocalProfileClosureModuleTest.php,KILLED,
AdminUserUpdateMt4SyncClosureModuleTest.php,KILLED,
AdminUserUpdateParentAgentClosureModuleTest.php,KILLED,OK (5 tests; 27 assertions)
AdminUserUpdateParentHierarchyClosureModuleTest.php,PASS,OK (7 tests; 42 assertions)
AdminUserUpdatePasswordClosureModuleTest.php,KILLED,
AdminUserUpdateReadonlyMt4ClosureModuleTest.php,PASS,OK (4 tests; 21 assertions)
AdminUserUpdateUserIdValidationClosureModuleTest.php,KILLED,
AdminVoucherDataScopeClosureTest.php,PASS,OK (1 test; 10 assertions)
AdminVoucherListReviewStatusFilterValidationClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
AdminVoucherRouteIdValidationClosureModuleTest.php,KILLED,
AdminVoucherRuntimeLocalizationTest.php,PASS,OK (2 tests; 8 assertions)
AdminWhsExpZeroModuleTest.php,KILLED,
AdminWhsExpZeroMt4ClosureModuleTest.php,PASS,OK (3 tests; 19 assertions)
AdminWhsExpZeroStatusFilterValidationClosureModuleTest.php,PASS,OK (2 tests; 6 assertions)
AdminWhsExpZeroUserIdValidationClosureModuleTest.php,KILLED,
AdminWithdrawalFundingStateMachineClosureModuleTest.php,KILLED,
AdminWithdrawalRejectRefundDispatchClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
AdminWithdrawalsCommentReadabilityTest.php,KILLED,
AdminWithdrawFlowCommentClassificationClosureModuleTest.php,PASS,OK (3 tests; 32 assertions)
AdminWithdrawFlowUserIdValidationClosureModuleTest.php,KILLED,
AdminWithdrawListStatusFilterValidationClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
AdminWithdrawListUserIdValidationClosureModuleTest.php,KILLED,
AdminWithdrawRequestIdValidationClosureModuleTest.php,PASS,OK (4 tests; 18 assertions)
AdminZhCnLanguageReadabilityTest.php,KILLED,
AgentControllerCommentReadabilityTest.php,PASS,OK (1 test; 17 assertions)
AgentHierarchyModelCommentReadabilityTest.php,PASS,OK (2 tests; 46 assertions)
AgentLevelControllerCommentReadabilityTest.php,PASS,OK (1 test; 14 assertions)
ApiResponseLocalizationContractTest.php,PASS,OK (2 tests; 245 assertions)
BigAgentControllerCommentReadabilityTest.php,PASS,OK (1 test; 10 assertions)
BlacklistControllerCommentReadabilityTest.php,PASS,OK (1 test; 12 assertions)
BladeLocalAssetReferenceTest.php,KILLED,
BladeOnlyFrontendArchitectureTest.php,PASS,OK (2 tests; 13 assertions)
BladeRouteAliasCompatibilityTest.php,KILLED,
BladeStaticRouteReferenceTest.php,PASS,OK (1 test; 1 assertion)
CancelApplyControllerCommentReadabilityTest.php,PASS,OK (1 test; 11 assertions)
CommissionControllerCommentReadabilityTest.php,KILLED,
CommissionTransferAtomicStorageMigrationTest.php,PASS,OK (2 tests; 15 assertions)
CommissionTransferManualReconciliationServiceTest.php,PASS,OK (8 tests; 70 assertions)
CommissionTransferSagaDispatchClosureModuleTest.php,KILLED,
CommissionTransferSagaMigrationContractTest.php,PASS,OK (3 tests; 42 assertions)
CommissionTransferSagaServiceTest.php,KILLED,
CommonUploadControllerCommentReadabilityTest.php,PASS,OK (3 tests; 15 assertions)
CrmUiBusinessCodeContractTest.php,KILLED,
CrmUiPriorityWorkflowTest.php,KILLED,
CrmUiStackTest.php,KILLED,
DashboardControllerCommentReadabilityTest.php,PASS,OK (1 test; 15 assertions)
DefaultAdminAndFrontMenuRoleMigrationTest.php,PASS,OK (2 tests; 57 assertions)
DepositControllerCommentReadabilityTest.php,PASS,OK (1 test; 20 assertions)
DepositControllerImportLocalizationTest.php,PASS,OK (3 tests; 22 assertions)
DispatchPendingDepositSettlementsCommandClosureModuleTest.php,KILLED,
DispatchPendingWithdrawSettlementsCommandClosureModuleTest.php,KILLED,
DualUiFamilyDesignContractTest.php,KILLED,
ExampleTest.php,PASS,OK (1 test; 2 assertions)
FrontAccountControllerCommentReadabilityTest.php,PASS,OK (2 tests; 32 assertions)
FrontAccountOverviewScopeFallbackModuleTest.php,PASS,OK (2 tests; 14 assertions)
FrontAccountProfileOwnerBoundaryClosureModuleTest.php,KILLED,
FrontAccountTypeChangeClosureModuleTest.php,PASS,OK (8 tests; 52 assertions)
FrontAccountVoucherOwnerBoundaryClosureModuleTest.php,PASS,OK (5 tests; 38 assertions)
FrontAgentControllerCommentReadabilityTest.php,PASS,OK (2 tests; 50 assertions)
FrontAgentDetailOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 46 assertions)
FrontAgentDirectTransferScopeFallbackModuleTest.php,PASS,OK (2 tests; 14 assertions)
FrontAgentDirectTransferWriteClosureModuleTest.php,PASS,OK (5 tests; 53 assertions)
FrontAgentGroupChangeApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
FrontAgentGroupChangeFormClosureModuleTest.php,PASS,OK (2 tests; 14 assertions)
FrontAgentGroupChangeGroupCategoryClosureModuleTest.php,PASS,OK (3 tests; 10 assertions)
FrontAgentGroupChangeLegacyReasonClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
FrontAgentGroupChangeListApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
FrontAgentGroupChangeOwnerBoundaryClosureModuleTest.php,PASS,OK (6 tests; 29 assertions)
FrontAgentGroupChangeStateBoundaryClosureModuleTest.php,PASS,OK (4 tests; 13 assertions)
FrontAgentGroupChangeWriteClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
FrontAgentLevelConfirmationApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 9 assertions)
FrontAgentLevelConfirmationChangeApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 17 assertions)
FrontAgentLevelConfirmationOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 43 assertions)
FrontAgentLevelConfirmationScopeFallbackModuleTest.php,PASS,OK (2 tests; 20 assertions)
FrontAgentLevelOptionsApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 9 assertions)
FrontAgentMainListApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 9 assertions)
FrontAgentMainListOwnerBoundaryClosureModuleTest.php,PASS,OK (5 tests; 45 assertions)
FrontAgentMainListScopeFallbackModuleTest.php,PASS,OK (2 tests; 31 assertions)
FrontAgentParentPathApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 11 assertions)
FrontAgentParentPathScopeFallbackModuleTest.php,PASS,OK (2 tests; 12 assertions)
FrontAgentScopeDepthFallbackModuleTest.php,PASS,OK (2 tests; 11 assertions)
FrontAgentScopeFallbackModuleTest.php,PASS,OK (3 tests; 20 assertions)
FrontAgentStatisticsApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
FrontAgentTargetUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 5 assertions)
FrontAuthControllerCommentReadabilityTest.php,PASS,OK (2 tests; 34 assertions)
FrontAuthControllerLocalizationTest.php,PASS,OK (2 tests; 36 assertions)
FrontAuthRegistrationLoginClosureTest.php,KILLED,Tests: 9; Assertions: 11; Failures: 5.
FrontBaseControllerCommentReadabilityTest.php,PASS,OK (2 tests; 16 assertions)
FrontBigAgentLegacyShellClosureTest.php,PASS,OK (11 tests; 129 assertions)
FrontBigAgentLoginSecurityClosureTest.php,PASS,OK (5 tests; 70 assertions)
FrontBigNumberControllerCommentReadabilityTest.php,PASS,OK (3 tests; 44 assertions)
FrontBigNumberListAndOrderApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 26 assertions)
FrontBigNumberOwnerBoundaryClosureModuleTest.php,PASS,OK (16 tests; 141 assertions)
FrontBigNumberPositionApplicantBoundaryClosureModuleTest.php,PASS,OK (4 tests; 20 assertions)
FrontBigNumberPositionOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 30 assertions)
FrontBigNumberScopeFallbackModuleTest.php,PASS,OK (2 tests; 16 assertions)
FrontBusinessModulesClosureTest.php,KILLED,Tests: 21; Assertions: 21; Failures: 21.
FrontCancelApplyOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 15 assertions)
FrontCancelControllerCommentReadabilityTest.php,PASS,OK (2 tests; 26 assertions)
FrontCancelLegacyApplyOwnerBoundaryClosureModuleTest.php,PASS,OK (2 tests; 11 assertions)
FrontCancelLifecycleClosureModuleTest.php,PASS,OK (10 tests; 65 assertions)
FrontCancelVerificationCodeOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 16 assertions)
FrontCancelVerificationOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
FrontCommissionControllerCommentReadabilityTest.php,PASS,OK (2 tests; 38 assertions)
FrontCommissionHistoryApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
FrontCommissionHistoryOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 30 assertions)
FrontCommissionOrderChainScopeFallbackModuleTest.php,PASS,OK (2 tests; 14 assertions)
FrontCommissionRealtimeApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 9 assertions)
FrontCommissionRealtimeDetailApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
FrontCommissionRealtimeOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 34 assertions)
FrontCommissionScopeFallbackModuleTest.php,PASS,OK (2 tests; 23 assertions)
FrontCommissionServiceOrderCalculationClosureModuleTest.php,PASS,OK (3 tests; 18 assertions)
FrontCommissionServiceScopeFallbackModuleTest.php,PASS,OK (2 tests; 17 assertions)
FrontCommissionTransferApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 10 assertions)
FrontCommissionTransferAtomicityClosureModuleTest.php,PASS,OK (2 tests; 23 assertions)
FrontCommissionTransferJavascriptClosureModuleTest.php,PASS,OK (5 tests; 174 assertions)
FrontCommissionTransferOptionsApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
FrontCommissionTransferOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 43 assertions)
FrontCommissionTransferSagaRouteClosureModuleTest.php,PASS,OK (7 tests; 59 assertions)
FrontCustomerControllerCommentReadabilityTest.php,PASS,OK (2 tests; 23 assertions)
FrontCustomerScopeFallbackModuleTest.php,PASS,OK (2 tests; 16 assertions)
FrontDashboardControllerCommentReadabilityTest.php,PASS,OK (2 tests; 31 assertions)
FrontDashboardPaginationValidationClosureModuleTest.php,PASS,OK (3 tests; 20 assertions)
FrontDashboardScopeFallbackModuleTest.php,PASS,OK (3 tests; 18 assertions)
FrontDemoDataSeederLoginClosureModuleTest.php,PASS,OK (4 tests; 15 assertions)
FrontDepositControllerCommentReadabilityTest.php,PASS,OK (2 tests; 28 assertions)
FrontDepositOwnerBoundaryClosureModuleTest.php,PASS,OK (6 tests; 40 assertions)
FrontDepositPaymentOrderIdempotencyClosureModuleTest.php,KILLED,
FrontDepositRefundStatusTextClosureModuleTest.php,PASS,OK (1 test; 2 assertions)
FrontDirectCustomerDetailApplicantBoundaryClosureModuleTest.php,KILLED,
FrontDirectTransferApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 17 assertions)
FrontendRouteManifestTest.php,KILLED,
FrontFamilyTreeAgentStatsScopeFallbackModuleTest.php,PASS,OK (2 tests; 10 assertions)
FrontFlowControllerCommentReadabilityTest.php,PASS,OK (2 tests; 45 assertions)
FrontFlowDirectAgentApplicantBoundaryClosureModuleTest.php,KILLED,
FrontFlowDirectAgentRouteScopeModuleTest.php,PASS,OK (3 tests; 32 assertions)
FrontFlowDirectDepositApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
FrontFlowDirectDepositExportApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
FrontFlowDirectOwnerBoundaryClosureModuleTest.php,PASS,OK (5 tests; 44 assertions)
FrontFlowDirectWithdrawApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
FrontFlowDownloadFileApplicantBoundaryClosureModuleTest.php,KILLED,
FrontFlowDownloadFileOwnerBoundaryClosureModuleTest.php,PASS,OK (2 tests; 12 assertions)
FrontFlowOwnScopeOwnerBoundaryClosureModuleTest.php,KILLED,
FrontForgotPasswordControllerCommentReadabilityTest.php,PASS,OK (3 tests; 37 assertions)
FrontForgotPasswordPageClosureTest.php,KILLED,
FrontForgotPasswordSecurityClosureModuleTest.php,KILLED,
FrontGiftAddressOwnerBoundaryClosureModuleTest.php,PASS,OK (7 tests; 33 assertions)
FrontGiftAddressTransactionClosureModuleTest.php,KILLED,
FrontGiftControllerCommentReadabilityTest.php,PASS,OK (2 tests; 29 assertions)
FrontGiftShipmentOwnerBoundaryClosureModuleTest.php,KILLED,
FrontIdentityAtomicStorageClosureModuleTest.php,PASS,OK (1 test; 3 assertions)
FrontLegacyAgentPositionSummaryClosureModuleTest.php,KILLED,
FrontLegacyAgentPositionSummaryPageClosureTest.php,PASS,OK (2 tests; 6 assertions)
FrontLegacyAuthenticationBoundaryClosureModuleTest.php,KILLED,
FrontLegacyCheckEmailClosureModuleTest.php,PASS,OK (6 tests; 14 assertions)
FrontLegacyCommissionSummaryClosureModuleTest.php,KILLED,
FrontLegacyDashboardEntryClosureModuleTest.php,PASS,OK (2 tests; 11 assertions)
FrontLegacyDashboardWiringClosureModuleTest.php,KILLED,
FrontLegacyDepositRequestClosureModuleTest.php,KILLED,
FrontLegacyDirectCustomerDetailAssetTest.php,PASS,OK (2 tests; 11 assertions)
FrontLegacyDirectCustomerInfoDataContractClosureModuleTest.php,KILLED,
FrontLegacyFeedbackClosureModuleTest.php,PASS,OK (3 tests; 18 assertions)
FrontLegacyGiftAddressClosureModuleTest.php,KILLED,
FrontLegacyLoginHistoryDataContractClosureModuleTest.php,PASS,OK (1 test; 10 assertions)
FrontLegacyLoginPageSessionClosureModuleTest.php,KILLED,
FrontLegacyLoginUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 13 assertions)
FrontLegacyLogoutClosureModuleTest.php,PASS,OK (5 tests; 16 assertions)
FrontLegacyMaintenanceControllerCommentReadabilityTest.php,PASS,OK (2 tests; 13 assertions)
FrontLegacyMaintenanceRuntimeClosureModuleTest.php,KILLED,
FrontLegacyMethodPolicyClosureModuleTest.php,PASS,OK (2 tests; 82 assertions)
FrontLegacyNewsAuthenticationAndHotContractClosureModuleTest.php,PASS,OK (5 tests; 63 assertions)
FrontLegacyPageControllerCommentReadabilityTest.php,PASS,OK (2 tests; 19 assertions)
FrontLegacyPaymentFormIntentClosureModuleTest.php,KILLED,
FrontLegacyPaymentFormIntentSourceContractTest.php,PASS,OK (4 tests; 15 assertions)
FrontLegacyPositionSummary2ClosureModuleTest.php,KILLED,
FrontLegacyPositionSummary2PageClosureTest.php,PASS,OK (2 tests; 15 assertions)
FrontLegacyProfilePageClosureModuleTest.php,KILLED,
FrontLegacyProfileVerificationLifecycleClosureModuleTest.php,KILLED,
FrontLegacyRegisterPayloadCompatibilityClosureModuleTest.php,PASS,OK (12 tests; 62 assertions)
FrontLegacyRouteCompatibilityTest.php,KILLED,
FrontLegacySpreadCommissionSummaryClosureModuleTest.php,PASS,OK (4 tests; 16 assertions)
FrontMenuPermissionRouteConsistencyTest.php,KILLED,
FrontNewsControllerCommentReadabilityTest.php,PASS,OK (2 tests; 20 assertions)
FrontNewsDetailRouteClosureModuleTest.php,PASS,OK (4 tests; 44 assertions)
FrontNewsListInputValidationClosureModuleTest.php,PASS,OK (4 tests; 99 assertions)
FrontNewsTranslationSoftDeleteClosureModuleTest.php,KILLED,
FrontOrderChainScopeFallbackModuleTest.php,PASS,OK (2 tests; 14 assertions)
FrontOrderControllerCommentReadabilityTest.php,PASS,OK (2 tests; 21 assertions)
FrontOrderDetailOwnerBoundaryClosureModuleTest.php,KILLED,
FrontOrderOwnScopeOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 27 assertions)
FrontPaymentCallbackStateMachineClosureModuleTest.php,KILLED,
FrontPaymentFakeProviderSmokeTest.php,KILLED,
FrontPaymentNotifyControllerCommentReadabilityTest.php,PASS,OK (2 tests; 16 assertions)
FrontPaymentRouteSafetyClosureModuleTest.php,PASS,OK (4 tests; 39 assertions)
FrontPositionControllerCommentReadabilityTest.php,PASS,OK (2 tests; 38 assertions)
FrontPositionDirectAgentSummaryApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
FrontPositionScopeFallbackModuleTest.php,PASS,OK (2 tests; 13 assertions)
FrontPositionSummaryApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
FrontPositionSummaryChainScopeFallbackModuleTest.php,KILLED,
FrontPositionSummaryControllerCommentReadabilityTest.php,PASS,OK (2 tests; 30 assertions)
FrontPositionSummaryScopeFallbackModuleTest.php,KILLED,
FrontPositionTradeDetailApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 15 assertions)
FrontProfileAvatarOwnerBoundaryClosureModuleTest.php,KILLED,
FrontProfileBankCardOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 32 assertions)
FrontProfileBankChangeSubmitOwnerBoundaryClosureModuleTest.php,KILLED,
FrontProfileBankChangeVerificationCheckOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 11 assertions)
FrontProfileBankChangeVerificationCodeOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 18 assertions)
FrontProfileClosureTest.php,KILLED,Tests: 5; Assertions: 5; Failures: 4.
